 记录条数  时间  bin号  晶号  电压(V)  反向漏电流(uA)  色坐标(x,y)  相关色温(K)  色差  主波长(nm)  色纯度(%)  峰值波长(nm)  显色性指数  光通量(lm)  辐射通量(mW)  光效 
1526 2017_06_07 15:15:18 445 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1527 2017_06_07 15:15:18 470 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1528 2017_06_07 15:15:18 493 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1529 2017_06_07 15:15:18 519 402.8930.31.0100,0.01001001-6.56E-001769.0100.0461.9非数字1.000.000.00
1530 2017_06_07 15:15:18 542 402.8910.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1531 2017_06_07 15:15:18 567 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1532 2017_06_07 15:15:18 589 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1533 2017_06_07 15:15:18 615 402.8980.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1534 2017_06_07 15:15:18 641 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1535 2017_06_07 15:15:18 667 402.8930.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1536 2017_06_07 15:15:18 693 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1537 2017_06_07 15:15:18 719 402.9050.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1538 2017_06_07 15:15:18 747 402.8960.21.0100,0.01001001-6.56E-001769.0100.0447.8非数字1.000.000.00
1539 2017_06_07 15:15:18 772 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1540 2017_06_07 15:15:18 796 402.8890.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1541 2017_06_07 15:15:18 819 402.8960.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1542 2017_06_07 15:15:18 842 402.8910.31.0100,0.01001001-6.56E-001769.0100.0478.9非数字1.000.000.00
1543 2017_06_07 15:15:18 865 402.8980.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1544 2017_06_07 15:15:18 890 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1545 2017_06_07 15:15:18 915 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1546 2017_06_07 15:15:18 940 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1547 2017_06_07 15:15:18 965 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1548 2017_06_07 15:15:18 990 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1549 2017_06_07 15:15:19 014 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1550 2017_06_07 15:15:19 038 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1551 2017_06_07 15:15:19 062 402.8960.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1552 2017_06_07 15:15:19 085 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1553 2017_06_07 15:15:19 109 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1554 2017_06_07 15:15:19 134 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1555 2017_06_07 15:15:19 158 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1556 2017_06_07 15:15:19 185 402.8850.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1557 2017_06_07 15:15:19 211 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1558 2017_06_07 15:15:19 240 402.8910.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1559 2017_06_07 15:15:19 266 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1560 2017_06_07 15:15:19 292 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1561 2017_06_07 15:15:19 315 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1562 2017_06_07 15:15:19 339 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1563 2017_06_07 15:15:19 365 402.9070.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1564 2017_06_07 15:15:19 391 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1565 2017_06_07 15:15:19 418 402.8980.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1566 2017_06_07 15:15:19 445 402.8890.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1567 2017_06_07 15:15:19 471 402.9100.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1568 2017_06_07 15:15:19 497 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1569 2017_06_07 15:15:19 522 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1570 2017_06_07 15:15:19 546 402.8890.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1571 2017_06_07 15:15:19 569 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1572 2017_06_07 15:15:19 593 402.8890.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1573 2017_06_07 15:15:19 616 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1574 2017_06_07 15:15:19 640 402.8980.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1575 2017_06_07 15:15:19 664 402.8940.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1576 2017_06_07 15:15:19 689 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1577 2017_06_07 15:15:19 715 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1578 2017_06_07 15:15:19 740 402.8900.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1579 2017_06_07 15:15:19 764 402.8930.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1580 2017_06_07 15:15:19 787 402.8910.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1581 2017_06_07 15:15:19 811 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1582 2017_06_07 15:15:19 834 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1583 2017_06_07 15:15:19 857 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1584 2017_06_07 15:15:19 883 402.8930.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1585 2017_06_07 15:15:19 908 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1586 2017_06_07 15:15:19 933 402.8910.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1587 2017_06_07 15:15:19 958 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1588 2017_06_07 15:15:19 981 402.9020.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1589 2017_06_07 15:15:20 004 402.9020.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1590 2017_06_07 15:15:20 028 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1591 2017_06_07 15:15:20 051 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1592 2017_06_07 15:15:20 075 402.8960.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1593 2017_06_07 15:15:20 099 402.8900.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1594 2017_06_07 15:15:20 122 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1595 2017_06_07 15:15:20 147 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1596 2017_06_07 15:15:20 173 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1597 2017_06_07 15:15:20 200 402.8890.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1598 2017_06_07 15:15:20 227 402.8900.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1599 2017_06_07 15:15:20 254 402.8980.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1600 2017_06_07 15:15:20 280 402.8900.31.0100,0.01001001-6.56E-001769.0100.0650.9非数字1.000.000.00
1601 2017_06_07 15:15:20 304 402.8970.21.0100,0.01001001-6.56E-001769.0100.0636.2非数字1.000.000.00
1602 2017_06_07 15:15:20 326 402.9000.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1603 2017_06_07 15:15:20 350 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1604 2017_06_07 15:15:20 374 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1605 2017_06_07 15:15:20 399 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1606 2017_06_07 15:15:20 423 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1607 2017_06_07 15:15:20 446 402.9040.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1608 2017_06_07 15:15:20 472 402.9070.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1609 2017_06_07 15:15:20 495 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1610 2017_06_07 15:15:20 520 402.8970.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1611 2017_06_07 15:15:20 545 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1612 2017_06_07 15:15:20 568 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1613 2017_06_07 15:15:20 591 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1614 2017_06_07 15:15:20 614 402.8910.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1615 2017_06_07 15:15:20 636 402.8960.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1616 2017_06_07 15:15:20 660 402.8930.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1617 2017_06_07 15:15:20 684 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1618 2017_06_07 15:15:20 707 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1619 2017_06_07 15:15:20 731 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1620 2017_06_07 15:15:20 754 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1621 2017_06_07 15:15:20 778 402.8920.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1622 2017_06_07 15:15:20 801 402.8920.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1623 2017_06_07 15:15:20 826 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1624 2017_06_07 15:15:20 849 402.9000.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1625 2017_06_07 15:15:20 873 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1626 2017_06_07 15:15:20 898 402.9010.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1627 2017_06_07 15:15:20 922 402.8960.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1628 2017_06_07 15:15:20 945 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1629 2017_06_07 15:15:20 970 402.8960.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1630 2017_06_07 15:15:20 992 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1631 2017_06_07 15:15:21 020 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1632 2017_06_07 15:15:21 048 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1633 2017_06_07 15:15:21 076 402.8930.21.0100,0.01001001-6.56E-001769.0100.0699.1非数字1.000.000.00
1634 2017_06_07 15:15:21 102 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1635 2017_06_07 15:15:21 126 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1636 2017_06_07 15:15:21 149 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1637 2017_06_07 15:15:21 173 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1638 2017_06_07 15:15:21 196 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1639 2017_06_07 15:15:21 220 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1640 2017_06_07 15:15:21 244 402.8950.31.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1641 2017_06_07 15:15:21 268 402.8990.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1642 2017_06_07 15:15:21 292 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1643 2017_06_07 15:15:21 316 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1644 2017_06_07 15:15:21 340 402.8930.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1645 2017_06_07 15:15:21 364 402.8940.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1646 2017_06_07 15:15:21 387 402.8900.21.0100,0.01001001-6.56E-001769.0100.0591.4非数字1.000.000.00
1647 2017_06_07 15:15:21 411 402.8950.21.0100,0.01001001-6.56E-001769.0100.0591.4非数字1.000.000.00
1648 2017_06_07 15:15:21 435 402.8910.21.0100,0.01001001-6.56E-001769.0100.0591.4非数字1.000.000.00
1649 2017_06_07 15:15:21 459 402.8930.21.0100,0.01001001-6.56E-001769.0100.0591.4非数字1.000.000.00
1650 2017_06_07 15:15:21 483 402.8950.21.0100,0.01001001-6.56E-001769.0100.0591.3非数字1.000.000.00
1651 2017_06_07 15:15:21 507 402.9050.21.0100,0.01001001-6.56E-001769.0100.0591.4非数字1.000.000.00
1652 2017_06_07 15:15:21 534 402.8970.21.0100,0.01001001-6.56E-001769.0100.0591.3非数字1.000.000.00
1653 2017_06_07 15:15:21 560 402.8960.21.0100,0.01001001-6.56E-001769.0100.0591.3非数字1.000.000.00
1654 2017_06_07 15:15:21 589 402.8970.31.0100,0.01001001-6.56E-001769.0100.0591.2非数字1.000.000.00
1655 2017_06_07 15:15:21 614 402.8980.21.0100,0.01001001-6.56E-001769.0100.0563.0非数字1.000.000.00
1656 2017_06_07 15:15:21 639 402.8950.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1657 2017_06_07 15:15:21 662 402.8890.21.0100,0.01001001-6.56E-001769.0100.0562.9非数字1.000.000.00
1658 2017_06_07 15:15:21 685 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.9非数字1.000.000.00
1659 2017_06_07 15:15:21 707 402.8910.21.0100,0.01001001-6.56E-001769.0100.0562.9非数字1.000.000.00
1660 2017_06_07 15:15:21 732 402.8890.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1661 2017_06_07 15:15:21 755 402.8940.21.0100,0.01001001-6.56E-001769.0100.0500.9非数字1.000.000.00
1662 2017_06_07 15:15:21 778 402.9000.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
1663 2017_06_07 15:15:21 803 402.8890.31.0100,0.01001001-6.56E-001769.0100.0562.5非数字1.000.000.00
1664 2017_06_07 15:15:21 826 402.8910.21.0100,0.01001001-6.56E-001769.0100.0562.5非数字1.000.000.00
1665 2017_06_07 15:15:21 851 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.5非数字1.000.000.00
1666 2017_06_07 15:15:21 874 402.9000.21.0100,0.01001001-6.56E-001769.0100.0562.5非数字1.000.000.00
1667 2017_06_07 15:15:21 896 402.8920.21.0100,0.01001001-6.56E-001769.0100.0703.6非数字1.000.000.00
1668 2017_06_07 15:15:21 921 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.5非数字1.000.000.00
1669 2017_06_07 15:15:21 945 402.8950.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
1670 2017_06_07 15:15:21 969 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
1671 2017_06_07 15:15:21 993 402.8910.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
1672 2017_06_07 15:15:22 015 402.8890.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1673 2017_06_07 15:15:22 038 402.8880.31.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1674 2017_06_07 15:15:22 063 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.9非数字1.000.000.00
1675 2017_06_07 15:15:22 088 402.9000.21.0100,0.01001001-6.56E-001769.0100.0562.9非数字1.000.000.00
1676 2017_06_07 15:15:22 111 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1677 2017_06_07 15:15:22 134 402.9000.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1678 2017_06_07 15:15:22 158 402.9000.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1679 2017_06_07 15:15:22 181 402.8970.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1680 2017_06_07 15:15:22 206 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1681 2017_06_07 15:15:22 229 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1682 2017_06_07 15:15:22 252 402.8980.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1683 2017_06_07 15:15:22 276 402.8880.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1684 2017_06_07 15:15:22 299 402.8950.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1685 2017_06_07 15:15:22 324 402.8880.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1686 2017_06_07 15:15:22 349 402.8970.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
1687 2017_06_07 15:15:22 374 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
1688 2017_06_07 15:15:22 399 402.8960.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1689 2017_06_07 15:15:22 424 402.8970.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1690 2017_06_07 15:15:22 450 402.8920.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1691 2017_06_07 15:15:22 474 402.8910.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1692 2017_06_07 15:15:22 499 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1693 2017_06_07 15:15:22 528 402.8900.31.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1694 2017_06_07 15:15:22 556 402.8900.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1695 2017_06_07 15:15:22 585 402.8970.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1696 2017_06_07 15:15:22 615 402.9010.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1697 2017_06_07 15:15:22 642 402.8950.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1698 2017_06_07 15:15:22 667 402.8920.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1699 2017_06_07 15:15:22 693 402.8950.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1700 2017_06_07 15:15:22 716 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1701 2017_06_07 15:15:22 739 402.8920.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1702 2017_06_07 15:15:22 761 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1703 2017_06_07 15:15:22 785 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1704 2017_06_07 15:15:22 809 402.8950.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1705 2017_06_07 15:15:22 834 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1706 2017_06_07 15:15:22 859 402.8920.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1707 2017_06_07 15:15:22 885 402.8900.31.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1708 2017_06_07 15:15:22 912 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1709 2017_06_07 15:15:22 939 402.8890.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1710 2017_06_07 15:15:22 968 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1711 2017_06_07 15:15:22 996 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1712 2017_06_07 15:15:23 025 402.8950.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1713 2017_06_07 15:15:23 054 402.9000.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1714 2017_06_07 15:15:23 083 402.8920.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1715 2017_06_07 15:15:23 112 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1716 2017_06_07 15:15:23 142 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1717 2017_06_07 15:15:23 174 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.8非数字1.000.000.00
1718 2017_06_07 15:15:23 203 402.8910.21.0100,0.01001001-6.56E-001769.0100.0550.7非数字1.000.000.00
1719 2017_06_07 15:15:23 232 402.8960.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1720 2017_06_07 15:15:23 265 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1721 2017_06_07 15:15:23 291 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1722 2017_06_07 15:15:23 314 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1723 2017_06_07 15:15:23 338 402.8880.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1724 2017_06_07 15:15:23 361 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1725 2017_06_07 15:15:23 385 402.9000.31.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1726 2017_06_07 15:15:23 408 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1727 2017_06_07 15:15:23 432 402.8930.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1728 2017_06_07 15:15:23 455 402.8900.21.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1729 2017_06_07 15:15:23 478 402.8900.31.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1730 2017_06_07 15:15:23 508 402.8940.31.0100,0.01001001-6.56E-001769.0100.0562.7非数字1.000.000.00
1731 2017_06_07 15:15:23 535 402.8940.21.0100,0.01001001-6.56E-001769.0100.0562.6非数字1.000.000.00
